100
600
24	60	1
21	20	1
33	0	1
0	0	0
18	23	0
51	8	0
30	14	0
0	66	1
0	76	1
0	10	1
18	35	1
25	80	1
12	0	1
0	48	1
51	91	0
34	41	0
59	42	0
41	90	0
41	84	0
44	32	0
34	20	1
28	5	1
56	14	0
46	11	0
56	0	0
46	0	0
46	20	0
39	29	0
0	38	1
46	26	1
39	44	1
12	3	1
36	94	1
18	55	1
34	47	1
57	42	0
46	2	0
57	45	0
23	44	1
34	85	0
53	2	0
25	66	1
41	80	1
0	73	1
0	22	0
0	45	1
0	53	0
30	51	0
57	38	0
59	42	0
51	14	0
34	35	0
21	14	0
51	14	0
57	32	0
21	8	0
18	93	0
14	42	0
21	51	0
0	91	0
18	60	1
58	8	0
18	33	0
30	29	0
54	83	0
25	85	0
48	50	0
53	80	0
55	44	0
28	11	0
48	47	0
53	14	0
23	42	0
