137
1360
0	0	1
7	0	0
24	0	0
45	0	1
45	4	0
0	11	1
26	10	0
26	14	1
55	14	0
0	15	1
62	14	0
75	0	0
71	14	0
26	20	0
77	0	0
40	20	0
48	21	1
57	21	1
64	25	1
0	26	1
48	24	0
77	7	0
28	26	0
78	13	0
39	26	1
75	25	0
52	26	1
59	28	1
75	27	0
0	32	1
31	33	1
73	35	0
59	36	0
31	38	1
0	42	1
63	36	0
39	42	0
73	37	0
73	41	0
51	42	1
51	44	1
73	43	0
0	52	1
69	51	0
20	52	0
20	54	0
35	54	0
44	54	0
55	54	0
55	59	1
68	55	0
0	56	1
69	59	0
20	60	0
23	60	1
43	62	0
20	66	0
26	66	0
31	66	0
65	62	0
43	71	0
52	71	1
20	74	1
0	77	0
30	79	1
78	51	0
53	79	0
53	87	1
30	94	0
66	71	0
78	59	0
0	96	1
78	70	0
71	71	0
31	97	1
74	71	0
0	107	1
75	79	0
61	97	0
71	101	0
0	116	1
61	105	0
65	105	0
69	108	0
73	108	0
22	116	1
44	116	1
69	115	0
60	121	0
0	121	1
18	122	0
39	122	1
39	125	0
56	126	0
74	121	0
76	121	0
74	135	0
