115
186
17	21	1
8	88	1
11	92	1
10	23	0
11	33	1
10	109	1
0	100	1
11	20	0
19	88	0
15	14	0
0	26	1
22	56	0
16	27	1
0	81	1
10	45	1
16	95	1
24	27	0
0	76	1
18	39	0
11	45	0
6	27	1
8	95	0
18	72	0
18	39	1
0	88	1
8	97	0
8	54	1
17	20	0
7	30	0
24	81	0
6	4	1
20	81	0
21	68	0
0	33	1
0	5	0
0	11	0
24	103	0
15	17	1
8	61	1
11	85	1
0	19	1
20	64	1
20	56	0
11	72	0
0	68	1
0	108	1
18	0	0
20	59	0
11	39	0
21	53	0
11	42	1
21	42	0
20	80	0
8	11	0
0	0	1
0	95	1
6	0	0
0	54	0
19	47	0
22	4	0
11	80	1
0	62	1
7	62	1
19	42	0
0	84	1
0	92	1
10	19	0
11	83	1
0	47	1
18	4	0
21	76	0
23	84	0
0	30	1
12	103	1
0	38	1
0	26	0
11	68	1
0	43	1
11	82	0
14	0	0
14	0	0
14	0	0
